date,station,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WDF2,WDF5,WSF2,WSF5
1/1/2015,,36,0,0,0,-50,0,-77,230,220,89,121
1/2/2015,,51,0,0,0,-7,33,-55,290,280,130,170
1/3/2015,,30,104,79,0,-62,11,-99,130,130,76,103
1/4/2015,,30,119,33,100,-24,17,-49,340,350,67,85
1/5/2015,,93,0,0,100,5,50,-127,290,280,174,228
1/6/2015,,17,0,0,100,-112,-82,-160,300,300,67,85
1/7/2015,,43,0,0,100,-106,-38,-171,310,300,116,143
1/8/2015,,30,0,0,80,-164,-82,-227,240,240,72,112
1/9/2015,,48,13,10,80,-60,-16,-82,200,210,103,148
1/10/2015,,37,0,0,80,-71,-43,-121,290,290,98,125
1/11/2015,,27,0,0,80,-88,-32,-138,220,220,54,67
1/12/2015,,12,53,71,100,-26,6,-43,330,350,45,67
1/13/2015,,42,0,0,150,-60,-5,-182,330,330,112,152
1/14/2015,,21,0,0,150,-130,-43,-210,350,360,36,40
1/15/2015,,31,8,10,150,-37,-16,-66,360,350,54,67
1/16/2015,,55,0,0,150,-36,33,-143,290,300,157,192
1/17/2015,,21,0,0,150,-123,-66,-188,300,300,67,81
1/18/2015,,32,64,0,130,-37,94,-88,140,140,125,179
1/19/2015,,52,28,0,80,65,94,17,140,150,112,161
1/20/2015,,50,0,0,50,4,22,-60,260,280,94,125
1/21/2015,,11,0,0,50,-51,-5,-110,350,340,40,49
1/22/2015,,17,0,0,50,-28,33,-60,360,360,45,58
1/23/2015,,30,0,0,30,-34,17,-82,250,300,58,81
1/24/2015,,34,69,84,30,-17,0,-38,330,340,81,107
1/25/2015,,55,0,0,130,-5,28,-116,290,330,103,130
1/26/2015,,37,0,0,100,-103,-66,-160,10,10,94,121
1/27/2015,,112,602,564,200,-98,-82,-116,350,340,157,215
1/28/2015,,54,18,41,430,-72,-32,-138,10,340,139,179
1/29/2015,,10,0,0,380,-95,-10,-193,280,280,45,49
1/30/2015,,32,97,109,380,-29,0,-60,320,320,112,165
1/31/2015,,85,13,33,460,-68,-55,-138,330,320,143,192
2/1/2015,,27,0,0,410,-108,-32,-182,330,350,63,81
2/2/2015,,65,226,231,410,-143,-110,-160,350,360,116,157
2/3/2015,,30,0,0,510,-114,-66,-177,310,310,89,130
2/4/2015,,18,15,20,480,-96,17,-188,210,230,81,121
2/5/2015,,57,53,64,510,-22,11,-155,340,330,116,157
2/6/2015,,16,0,0,510,-139,-71,-227,310,320,63,85
2/7/2015,,28,0,0,480,-76,-21,-132,20,280,58,76
2/8/2015,,55,66,74,480,-92,-55,-127,50,10,89,112
2/9/2015,,60,102,122,580,-117,-93,-121,10,360,81,116
2/10/2015,,38,33,43,560,-83,-10,-116,360,350,72,89
2/11/2015,,34,0,0,530,-84,-49,-138,30,20,81,112
2/12/2015,,16,10,33,510,-107,-66,-160,340,30,36,45
2/13/2015,,39,0,0,530,-101,-82,-199,330,330,81,112
2/14/2015,,26,58,48,530,-149,-88,-221,20,20,76,98
2/15/2015,,91,5,10,560,-94,-71,-182,340,310,157,206
2/16/2015,,66,0,0,530,-140,-60,-193,310,310,157,197
2/17/2015,,13,0,0,510,-124,-60,-177,70,60,45,54
2/18/2015,,20,5,10,510,-68,0,-143,100,110,67,85
2/19/2015,,40,76,147,640,-25,6,-99,290,280,98,125
2/20/2015,,57,0,0,610,-103,-71,-138,300,270,94,130
2/21/2015,,34,38,36,580,-99,11,-182,190,190,81,125
2/22/2015,,9,3,3,580,-5,17,-60,220,220,58,76
2/23/2015,,65,0,0,560,-57,-5,-199,310,320,116,157
2/24/2015,,22,0,0,560,-166,-71,-238,220,230,63,85
2/25/2015,,37,23,38,580,-59,11,-99,270,270,98,125
2/26/2015,,30,0,0,560,-75,-60,-105,10,300,58,72
2/27/2015,,21,0,0,560,-81,-27,-155,290,,54,
2/28/2015,,20,0,0,530,-106,-27,-216,180,170,63,81
3/1/2015,,26,13,10,530,-86,-10,-188,180,220,63,85
3/2/2015,,57,0,0,560,-24,22,-71,290,290,143,210
3/3/2015,,35,61,30,530,-51,0,-132,200,190,89,121
3/4/2015,,44,8,5,560,20,78,-5,280,260,94,116
3/5/2015,,57,0,0,530,2,39,-110,300,290,107,161
3/6/2015,,32,0,0,510,-93,-49,-166,180,190,67,89
3/7/2015,,31,0,0,510,-39,33,-99,240,250,67,94
3/8/2015,,26,0,0,510,-15,44,-110,270,280,89,107
3/9/2015,,47,0,0,510,14,67,-27,290,310,130,165
3/10/2015,,34,0,0,480,31,83,-38,170,170,89,107
3/11/2015,,47,0,0,430,76,133,28,310,330,139,170
3/12/2015,,76,0,0,360,17,50,-66,330,340,148,210
3/13/2015,,21,0,0,360,-30,39,-93,200,250,67,94
3/14/2015,,28,211,0,360,14,33,-10,30,20,72,98
3/15/2015,,69,13,8,360,9,22,-27,360,350,134,170
3/16/2015,,41,0,0,360,2,72,-49,340,330,103,152
3/17/2015,,50,10,5,360,14,67,-38,320,300,174,237
3/18/2015,,84,0,0,330,-44,-21,-77,320,310,139,188
3/19/2015,,69,0,0,330,-53,0,-88,320,310,139,188
3/20/2015,,25,0,0,330,-42,11,-105,200,190,58,76
3/21/2015,,22,5,0,300,-1,22,-16,130,230,54,72
3/22/2015,,82,0,0,280,-29,17,-99,300,310,139,197
3/23/2015,,53,0,0,280,-62,11,-105,300,280,98,116
3/24/2015,,22,0,0,280,-32,39,-93,180,160,58,76
3/25/2015,,28,3,0,280,-2,56,-66,210,200,76,116
3/26/2015,,26,109,0,280,53,94,28,190,190,67,89
3/27/2015,,20,18,0,230,58,94,33,10,10,45,58
3/28/2015,,52,0,3,200,31,50,-10,350,350,103,116
3/29/2015,,32,0,0,200,2,50,-55,170,170,67,81
3/30/2015,,38,5,0,200,16,44,-10,200,180,98,130
3/31/2015,,55,0,0,180,46,89,-5,300,300,103,134
4/1/2015,,41,0,0,180,23,72,-38,330,310,107,152
4/2/2015,,25,0,0,180,9,78,-49,200,150,67,85
4/3/2015,,24,0,0,150,101,189,33,250,250,72,89
4/4/2015,,59,43,0,100,65,94,-16,330,300,134,188
4/5/2015,,50,0,0,80,23,89,-49,260,270,125,157
4/6/2015,,31,0,0,50,19,50,-27,90,110,63,85
4/7/2015,,22,0,0,0,38,83,-16,50,40,58,67
4/8/2015,,42,38,36,0,20,56,-21,90,30,76,89
4/9/2015,,50,81,38,80,2,17,-16,80,90,81,112
4/10/2015,,22,97,0,50,23,61,11,150,150,58,76
4/11/2015,,53,0,0,0,74,122,-5,270,280,125,170
4/12/2015,,27,0,0,0,96,200,-16,240,280,72,98
4/13/2015,,41,0,0,0,104,189,6,180,170,94,134
4/14/2015,,38,10,0,0,141,211,44,310,280,112,148
4/15/2015,,49,0,0,0,116,183,33,350,330,116,157
4/16/2015,,37,0,0,0,78,128,-21,200,200,81,107
4/17/2015,,38,28,0,0,117,194,72,280,280,81,107
4/18/2015,,32,0,0,0,101,128,39,150,110,76,103
4/19/2015,,35,0,0,0,79,139,22,350,350,81,103
4/20/2015,,54,559,0,0,56,89,22,110,120,112,152
4/21/2015,,30,378,0,0,106,172,50,110,90,94,174
4/22/2015,,47,0,0,0,94,156,17,170,170,107,152
4/23/2015,,43,23,0,0,84,117,33,240,240,98,134
4/24/2015,,49,0,0,0,62,122,17,310,290,98,125
4/25/2015,,44,0,0,0,61,128,0,290,350,98,121
4/26/2015,,25,0,0,0,86,133,39,100,90,58,67
4/27/2015,,60,20,0,0,104,144,61,20,20,116,161
4/28/2015,,74,0,0,0,110,172,67,300,300,125,165
4/29/2015,,25,0,0,0,118,139,72,360,20,76,103
4/30/2015,,26,0,0,0,106,156,50,100,100,72,89
5/1/2015,,26,0,0,0,89,128,39,150,150,67,89
5/2/2015,,27,0,0,0,73,122,33,150,140,67,85
5/3/2015,,24,0,0,0,96,167,44,170,170,63,85
5/4/2015,,31,0,0,0,139,244,56,190,170,89,139
5/5/2015,,41,0,0,0,206,239,106,10,340,89,112
5/6/2015,,26,0,0,0,156,222,56,180,190,89,116
5/7/2015,,35,0,0,0,181,289,78,180,180,94,116
5/8/2015,,54,0,0,0,124,144,67,90,70,103,130
5/9/2015,,26,0,0,0,97,150,67,170,200,72,98
5/10/2015,,30,178,0,0,186,283,111,300,300,125,174
5/11/2015,,40,3,0,0,168,200,89,90,100,89,116
5/12/2015,,37,8,0,0,139,278,83,270,260,134,192
5/13/2015,,57,0,0,0,164,178,67,320,320,125,161
5/14/2015,,36,0,0,0,126,200,44,200,180,81,103
5/15/2015,,26,0,0,0,136,211,61,180,190,72,103
5/16/2015,,20,0,0,0,127,172,89,150,150,54,67
5/17/2015,,30,8,0,0,144,233,89,90,90,67,81
5/18/2015,,36,0,0,0,118,161,89,90,100,63,76
5/19/2015,,28,46,0,0,125,183,94,180,180,63,81
5/20/2015,,51,0,0,0,163,194,72,290,290,125,148
5/21/2015,,38,0,0,0,128,206,39,190,190,112,148
5/22/2015,,32,0,0,0,146,194,83,340,320,107,148
5/23/2015,,57,0,0,0,114,183,39,300,300,125,161
5/24/2015,,50,0,0,0,179,283,100,270,290,112,134
5/25/2015,,33,3,0,0,215,289,128,250,290,81,125
5/26/2015,,33,8,0,0,208,328,144,270,280,94,125
5/27/2015,,36,0,0,0,225,261,172,180,200,98,152
5/28/2015,,35,94,0,0,216,267,178,180,170,94,134
5/29/2015,,33,0,0,0,204,250,150,150,150,67,81
5/30/2015,,37,0,0,0,183,289,122,190,190,94,134
5/31/2015,,40,241,0,0,179,228,100,50,50,94,125
6/1/2015,,48,305,0,0,101,106,78,50,40,89,112
6/2/2015,,31,165,0,0,83,100,72,50,50,76,94
6/3/2015,,16,0,0,0,106,161,72,350,350,58,72
6/4/2015,,17,0,0,0,112,156,67,170,150,58,72
6/5/2015,,27,8,0,0,106,144,61,160,150,72,94
6/6/2015,,37,8,0,0,152,228,100,340,340,89,121
6/7/2015,,33,0,0,0,147,194,61,180,170,67,89
6/8/2015,,56,0,0,0,141,183,117,200,180,103,139
6/9/2015,,43,0,0,0,166,200,144,190,180,81,107
6/10/2015,,43,0,0,0,204,272,156,190,180,72,98
6/11/2015,,47,0,0,0,221,300,156,280,280,112,161
6/12/2015,,24,46,0,0,217,267,150,330,340,67,81
6/13/2015,,42,3,0,0,206,294,150,360,360,94,116
6/14/2015,,27,0,0,0,199,256,133,200,170,72,94
6/15/2015,,23,36,0,0,143,161,122,200,200,67,89
6/16/2015,,12,28,0,0,141,161,128,240,,27,
6/17/2015,,26,0,0,0,181,239,117,360,10,72,94
6/18/2015,,34,0,0,0,162,222,100,180,180,94,116
6/19/2015,,37,28,0,0,194,267,139,350,320,81,112
6/20/2015,,36,0,0,0,166,206,94,150,160,76,98
6/21/2015,,26,356,0,0,167,222,144,350,180,63,76
6/22/2015,,22,30,0,0,181,222,150,190,180,63,85
6/23/2015,,25,211,0,0,164,194,144,80,310,76,98
6/24/2015,,27,0,0,0,209,278,133,310,340,72,107
6/25/2015,,26,0,0,0,199,256,133,170,160,67,81
6/26/2015,,21,3,0,0,175,194,117,90,110,58,67
6/27/2015,,21,0,0,0,157,211,94,80,170,54,67
6/28/2015,,61,401,0,0,139,150,111,60,60,116,161
6/29/2015,,24,0,0,0,145,206,106,160,160,67,81
6/30/2015,,19,0,0,0,196,239,167,180,180,58,72
7/1/2015,,23,66,0,0,174,200,156,180,180,67,98
7/2/2015,,42,0,0,0,204,256,144,290,250,98,130
7/3/2015,,22,0,0,0,198,267,122,150,230,63,89
7/4/2015,,14,0,0,0,174,217,117,160,160,40,54
7/5/2015,,18,0,0,0,198,278,128,180,220,54,76
7/6/2015,,22,0,0,0,218,278,156,180,200,67,89
7/7/2015,,31,10,0,0,202,244,144,190,190,89,112
7/8/2015,,31,0,0,0,234,289,167,10,10,67,85
7/9/2015,,18,0,0,0,187,222,144,170,150,40,54
7/10/2015,,36,0,0,0,213,289,161,10,320,76,103
7/11/2015,,34,0,0,0,227,306,156,300,320,67,94
7/12/2015,,28,0,0,0,251,322,178,280,260,67,85
7/13/2015,,20,0,0,0,232,256,156,40,120,54,63
7/14/2015,,22,3,0,0,193,244,156,180,160,72,94
7/15/2015,,40,3,0,0,217,278,167,350,340,89,107
7/16/2015,,31,0,0,0,183,244,128,350,350,76,103
7/17/2015,,19,0,0,0,178,233,106,150,150,58,67
7/18/2015,,31,25,0,0,184,211,172,190,170,67,94
7/19/2015,,21,157,0,0,213,272,178,30,30,58,76
7/20/2015,,19,0,0,0,219,289,167,90,160,54,72
7/21/2015,,27,3,0,0,185,211,156,360,90,54,63
7/22/2015,,32,0,0,0,204,278,139,310,290,81,107
7/23/2015,,21,0,0,0,197,256,139,300,150,54,63
7/24/2015,,29,0,0,0,192,244,128,280,280,67,85
7/25/2015,,28,0,0,0,168,194,150,90,100,58,72
7/26/2015,,24,28,0,0,168,194,150,170,190,63,89
7/27/2015,,20,0,0,0,198,250,172,170,130,54,89
7/28/2015,,20,5,0,0,214,283,167,150,140,63,67
7/29/2015,,18,0,0,0,237,311,172,100,100,103,121
7/30/2015,,26,20,0,0,235,300,189,210,190,76,112
7/31/2015,,37,0,0,0,248,300,200,290,250,98,125
8/1/2015,,31,0,0,0,233,300,156,280,270,89,112
8/2/2015,,32,0,0,0,219,272,161,180,160,72,103
8/3/2015,,38,38,0,0,223,272,178,180,160,98,143
8/4/2015,,22,13,0,0,210,267,156,320,330,157,192
8/5/2015,,34,0,0,0,206,278,139,280,250,98,139
8/6/2015,,38,0,0,0,204,267,133,320,290,89,130
8/7/2015,,18,0,0,0,188,244,117,180,180,67,81
8/8/2015,,15,0,0,0,193,267,122,150,130,58,72
8/9/2015,,26,0,0,0,194,250,150,70,60,63,94
8/10/2015,,31,0,0,0,194,250,139,180,170,72,98
8/11/2015,,47,284,0,0,188,194,178,170,130,98,148
8/12/2015,,23,0,0,0,206,267,167,160,150,72,85
8/13/2015,,22,0,0,0,202,250,144,150,140,72,89
8/14/2015,,30,0,0,0,203,267,133,190,170,81,112
8/15/2015,,18,43,0,0,226,294,161,350,10,125,192
8/16/2015,,19,0,0,0,236,294,183,150,140,54,63
8/17/2015,,20,0,0,0,246,317,183,160,,54,
8/18/2015,,20,0,0,0,244,300,189,160,150,63,76
8/19/2015,,29,0,0,0,236,283,206,180,210,72,107
8/20/2015,,30,3,0,0,214,239,194,160,160,58,72
8/21/2015,,21,150,0,0,208,228,194,160,170,45,63
8/22/2015,,27,0,0,0,219,256,178,30,20,67,89
8/23/2015,,20,89,0,0,198,211,183,50,30,45,63
8/24/2015,,14,0,0,0,211,261,189,160,160,58,72
8/25/2015,,27,13,0,0,205,239,200,130,140,58,76
8/26/2015,,24,0,0,0,221,267,178,170,170,67,85
8/27/2015,,29,0,0,0,212,261,150,270,270,76,94
8/28/2015,,25,0,0,0,189,250,128,190,190,63,89
8/29/2015,,22,0,0,0,188,239,128,200,200,63,85
8/30/2015,,13,0,0,0,211,272,156,140,160,45,58
8/31/2015,,32,0,0,0,227,300,161,270,270,89,116
9/1/2015,,27,0,0,0,216,267,161,10,190,67,85
9/2/2015,,11,0,0,0,208,289,139,180,140,45,58
9/3/2015,,19,5,0,0,231,300,178,50,60,72,94
9/4/2015,,31,0,0,0,199,222,117,20,30,72,98
9/5/2015,,22,0,0,0,171,256,94,180,160,58,76
9/6/2015,,21,0,0,0,194,278,122,190,170,63,81
9/7/2015,,37,0,0,0,241,333,156,240,250,89,103
9/8/2015,,22,0,0,0,266,317,211,290,280,72,89
9/9/2015,,26,8,0,0,235,300,183,190,200,76,107
9/10/2015,,29,0,0,0,227,256,178,30,40,58,76
9/11/2015,,46,132,0,0,186,228,133,350,10,98,130
9/12/2015,,22,0,0,0,169,233,106,150,140,58,76
9/13/2015,,45,140,0,0,159,167,150,70,70,76,98
9/14/2015,,38,8,0,0,176,228,139,280,270,81,116
9/15/2015,,32,0,0,0,204,283,139,240,280,67,89
9/16/2015,,24,0,0,0,214,294,150,180,240,54,76
9/17/2015,,14,0,0,0,213,278,150,180,200,45,54
9/18/2015,,20,0,0,0,207,283,144,180,180,76,103
9/19/2015,,31,0,0,0,192,239,139,160,140,76,98
9/20/2015,,45,3,0,0,192,222,89,340,320,89,116
9/21/2015,,18,0,0,0,139,206,67,50,60,63,76
9/22/2015,,15,0,0,0,134,183,89,90,90,54,67
9/23/2015,,14,0,0,0,148,233,72,150,150,45,58
9/24/2015,,23,0,0,0,167,233,111,20,30,63,94
9/25/2015,,21,0,0,0,132,172,83,150,30,54,67
9/26/2015,,21,0,0,0,117,172,50,30,50,63,89
9/27/2015,,27,0,0,0,105,194,17,180,190,67,89
9/28/2015,,31,0,0,0,157,233,83,180,190,72,89
9/29/2015,,34,86,0,0,192,239,172,190,190,67,98
9/30/2015,,51,1412,0,0,179,206,122,30,20,125,170
10/1/2015,,60,0,0,0,135,167,100,10,30,94,125
10/2/2015,,55,0,0,0,109,128,83,10,20,94,134
10/3/2015,,57,0,0,0,103,144,67,30,30,107,157
10/4/2015,,34,0,0,0,91,144,33,50,50,76,98
10/5/2015,,15,0,0,0,88,161,17,70,70,45,54
10/6/2015,,16,0,0,0,117,206,44,340,320,58,72
10/7/2015,,18,0,0,0,116,194,50,160,160,54,63
10/8/2015,,22,0,0,0,115,172,50,350,340,63,76
10/9/2015,,27,109,0,0,92,150,39,330,170,89,143
10/10/2015,,37,0,0,0,100,133,44,310,310,103,130
10/11/2015,,34,0,0,0,116,200,72,240,260,76,98
10/12/2015,,18,0,0,0,145,211,67,160,170,58,76
10/13/2015,,17,10,0,0,141,167,94,260,260,58,81
10/14/2015,,43,0,0,0,155,200,72,290,290,94,125
10/15/2015,,24,0,0,0,89,139,17,160,130,58,85
10/16/2015,,34,0,0,0,109,161,22,300,300,98,112
10/17/2015,,38,0,0,0,67,139,0,280,300,89,148
10/18/2015,,43,0,0,0,26,78,-27,340,340,103,148
10/19/2015,,29,10,0,0,14,89,-49,210,200,58,89
10/20/2015,,40,46,0,0,92,189,44,240,240,72,98
10/21/2015,,24,0,0,0,114,144,89,60,60,67,81
10/22/2015,,32,5,0,0,129,183,111,290,130,58,76
10/23/2015,,45,0,0,0,92,122,17,340,320,112,152
10/24/2015,,10,0,0,0,40,83,-16,330,330,40,54
10/25/2015,,41,18,0,0,109,167,72,330,320,94,121
10/26/2015,,22,0,0,0,82,122,-16,350,360,76,98
10/27/2015,,13,0,0,0,41,111,-21,180,160,40,54
10/28/2015,,47,246,0,0,46,150,-16,150,150,125,201
10/29/2015,,54,155,0,0,162,228,117,160,160,134,215
10/30/2015,,47,0,0,0,110,144,-5,290,280,125,152
10/31/2015,,18,0,0,0,38,106,-27,170,190,63,81
11/1/2015,,29,8,0,0,96,144,67,220,220,76,107
11/2/2015,,27,0,0,0,119,178,44,310,330,72,94
11/3/2015,,14,0,0,0,88,178,17,350,270,54,63
11/4/2015,,13,0,0,0,94,178,17,200,180,58,76
11/5/2015,,13,0,0,0,99,200,39,150,150,40,54
11/6/2015,,26,0,0,0,133,206,106,270,270,107,161
11/7/2015,,49,0,0,0,156,183,50,290,290,112,148
11/8/2015,,43,0,0,0,78,117,22,320,320,103,148
11/9/2015,,16,0,0,0,56,144,-27,170,160,45,54
11/10/2015,,17,0,0,0,49,117,-16,30,30,45,63
11/11/2015,,47,13,0,0,71,83,61,360,10,89,130
11/12/2015,,31,58,0,0,67,117,39,190,180,72,94
11/13/2015,,61,8,0,0,113,156,72,250,280,116,170
11/14/2015,,61,0,0,0,66,78,-5,310,310,112,148
11/15/2015,,22,0,0,0,30,117,-32,270,240,63,85
11/16/2015,,33,0,0,0,42,122,-21,350,350,94,121
11/17/2015,,25,0,0,0,26,83,-38,360,20,63,72
11/18/2015,,14,0,0,0,7,83,-66,160,150,58,67
11/19/2015,,32,0,0,0,51,117,-10,160,150,76,107
11/20/2015,,45,373,0,0,120,150,17,150,150,112,157
11/21/2015,,17,0,0,0,37,78,-21,40,30,58,72
11/22/2015,,24,38,0,0,19,56,-21,350,340,81,107
11/23/2015,,51,33,0,0,32,56,-43,330,360,103,139
11/24/2015,,17,0,0,0,-17,56,-77,280,290,67,85
11/25/2015,,13,0,0,0,2,50,-60,160,160,45,54
11/26/2015,,31,0,0,0,29,106,-43,190,190,89,134
11/27/2015,,41,0,0,0,111,161,83,220,230,81,107
11/28/2015,,29,53,0,0,91,139,-10,20,,63,
11/29/2015,,27,0,0,0,3,50,-43,350,140,63,107
11/30/2015,,22,0,0,0,-26,0,-71,160,160,45,63
12/1/2015,,12,20,0,0,-18,33,-71,230,230,40,49
12/2/2015,,16,61,0,0,39,67,22,330,220,31,45
12/3/2015,,34,51,0,0,55,72,11,280,310,103,134
12/4/2015,,18,0,0,0,30,83,-32,260,280,58,67
12/5/2015,,11,0,0,0,24,106,-38,170,100,45,63
12/6/2015,,7,0,0,0,20,106,-43,160,160,36,40
12/7/2015,,22,0,0,0,31,139,-27,310,290,72,112
12/8/2015,,31,0,0,0,21,39,-5,50,20,63,94
12/9/2015,,18,0,0,0,15,72,0,180,200,54,89
12/10/2015,,26,3,0,0,80,117,33,170,170,58,81
12/11/2015,,12,0,0,0,67,89,11,210,200,45,63
12/12/2015,,17,0,0,0,69,139,11,290,270,40,54
12/13/2015,,13,0,0,0,49,83,22,80,100,36,45
12/14/2015,,18,58,0,0,62,89,44,90,90,58,72
12/15/2015,,42,97,0,0,79,133,11,40,310,81,112
12/16/2015,,22,0,0,0,22,56,-27,350,20,58,76
12/17/2015,,25,137,0,0,34,100,-16,160,170,58,85
12/18/2015,,25,28,0,0,69,78,11,340,320,72,103
12/19/2015,,51,0,0,0,19,44,-16,280,260,125,165
12/20/2015,,37,0,0,0,1,33,-32,290,320,112,152
12/21/2015,,22,0,0,0,12,83,-32,220,200,54,67
12/22/2015,,21,206,0,0,61,94,0,310,320,67,89
12/23/2015,,26,71,0,0,28,83,-10,90,100,81,107
12/24/2015,,25,168,0,0,81,106,67,80,90,81,98
12/25/2015,,21,0,0,0,93,167,17,330,340,67,81
12/26/2015,,22,0,0,0,70,106,-5,330,340,89,116
12/27/2015,,30,117,0,0,46,61,6,320,320,89,112
12/28/2015,,51,0,0,0,-19,11,-55,340,330,125,179
12/29/2015,,55,284,178,100,-67,-49,-82,40,30,89,121
12/30/2015,,25,18,8,150,-61,-21,-77,10,360,63,76
12/31/2015,,22,38,0,130,1,67,-21,250,,36,
1/1/2016,,33,3,8,100,21,50,-10,310,320,81,112
1/2/2016,,42,0,0,100,6,28,-16,270,260,81,107
1/3/2016,,38,0,0,100,14,44,-32,260,240,76,103
1/4/2016,,57,0,0,80,-36,-5,-132,350,360,94,125
1/5/2016,,32,0,0,80,-104,-32,-155,340,340,89,107
1/6/2016,,21,0,0,80,-47,50,-110,220,250,40,58
1/7/2016,,10,0,0,80,-24,39,-110,30,40,31,36
1/8/2016,,31,0,0,80,-27,39,-82,70,90,72,89
1/9/2016,,22,18,5,80,11,22,-10,50,60,63,76
1/10/2016,,62,518,0,80,47,111,11,140,160,161,219
1/11/2016,,64,0,0,0,36,83,-49,270,240,116,161
1/12/2016,,30,145,155,0,-38,28,-71,280,280,125,152
1/13/2016,,65,3,15,130,-34,-27,-88,290,300,139,197
1/14/2016,,35,0,0,100,-67,-21,-93,270,260,67,85
1/15/2016,,13,0,0,100,-56,-10,-121,240,230,40,54
1/16/2016,,33,140,89,100,-21,-5,-32,350,360,81,107
1/17/2016,,23,0,0,180,-14,0,-38,340,340,45,54
1/18/2016,,47,28,64,150,-39,-27,-88,270,290,103,125
1/19/2016,,54,0,0,200,-87,-77,-110,290,310,130,165
1/20/2016,,52,0,0,180,-66,-21,-93,320,310,112,174
1/21/2016,,33,0,0,180,-77,-27,-166,310,340,103,139
1/22/2016,,38,0,0,180,-83,-10,-171,340,300,89,112
1/23/2016,,50,0,0,180,-77,-66,-99,360,360,89,116
1/24/2016,,45,0,0,150,-57,17,-93,360,360,116,157
1/25/2016,,19,0,0,150,-23,11,-82,150,150,40,54
1/26/2016,,34,0,0,150,20,83,-21,190,190,76,116
1/27/2016,,38,0,0,100,53,78,-49,260,280,89,121
1/28/2016,,21,0,0,100,-24,28,-88,170,190,72,98
1/29/2016,,17,0,0,100,4,17,-16,330,320,45,58
1/30/2016,,26,3,0,80,10,44,-32,180,320,58,85
1/31/2016,,26,0,0,80,42,106,11,210,210,67,94
2/1/2016,,39,0,0,50,72,150,-5,240,250,116,170
2/2/2016,,22,0,0,0,29,89,-38,60,290,58,72
2/3/2016,,40,201,0,0,27,100,-5,200,190,98,139
2/4/2016,,22,0,0,0,75,128,33,260,270,67,89
2/5/2016,,50,135,224,0,18,56,-66,340,340,107,134
2/6/2016,,31,0,0,150,-43,17,-116,210,200,63,89
2/7/2016,,33,0,0,100,4,67,-60,50,50,81,112
2/8/2016,,70,61,112,100,-54,-21,-88,10,340,107,139
2/9/2016,,27,15,20,150,-63,-32,-105,20,20,81,98
2/10/2016,,20,0,0,150,-46,11,-105,160,250,45,63
2/11/2016,,31,28,43,130,-34,-10,-149,300,320,81,112
2/12/2016,,28,0,0,150,-122,-60,-188,290,290,76,103
2/13/2016,,52,0,0,150,-107,-55,-227,290,290,112,143
2/14/2016,,49,0,0,130,-182,-110,-232,320,340,94,125
2/15/2016,,22,36,48,130,-151,-55,-232,160,150,45,58
2/16/2016,,51,211,43,180,-12,100,-71,150,140,143,201
2/17/2016,,29,0,0,30,49,83,-10,260,260,72,103
2/18/2016,,54,0,0,0,-8,6,-60,350,350,81,103
2/19/2016,,31,0,0,0,-38,22,-99,240,200,76,89
2/20/2016,,49,36,8,0,45,117,-16,180,190,81,121
2/21/2016,,40,0,0,0,78,111,-16,290,270,89,134
2/22/2016,,31,0,0,0,1,33,-55,30,10,54,85
2/23/2016,,36,0,0,0,-39,17,-88,70,40,63,85
2/24/2016,,37,213,23,30,1,17,-16,30,30,63,76
2/25/2016,,64,124,0,0,72,117,17,180,170,107,165
2/26/2016,,64,0,0,0,26,50,-82,290,280,103,134
2/27/2016,,38,0,0,0,-53,17,-105,190,200,76,112
2/28/2016,,38,0,0,0,43,100,-5,270,220,72,98
3/1/2016,,38,0,0,0,22,61,-27,300,300,125,165
3/2/2016,,66,234,5,0,34,94,-71,280,270,130,161
3/3/2016,,45,0,0,0,-59,-16,-105,360,310,89,125
3/4/2016,,41,0,0,0,-67,-32,-99,350,50,67,94
3/5/2016,,42,0,0,0,-32,22,-71,360,360,94,125
3/6/2016,,22,0,0,0,-7,39,-43,160,130,63,81
3/7/2016,,27,15,8,0,2,44,-27,220,210,76,139
3/8/2016,,20,0,0,0,21,89,-38,190,180,67,89
3/9/2016,,35,0,0,0,87,189,44,230,230,58,85
3/10/2016,,30,180,0,0,140,189,50,90,260,76,98
3/11/2016,,34,33,0,0,68,128,17,340,340,76,98
3/12/2016,,35,0,0,0,39,94,-27,180,200,98,125
3/13/2016,,54,0,0,0,100,156,39,320,350,112,143
3/14/2016,,49,8,0,0,32,44,-10,100,90,81,107
3/15/2016,,56,208,0,0,41,56,33,60,70,89,121
3/16/2016,,43,20,0,0,68,117,39,60,20,89,107
3/17/2016,,27,41,0,0,82,128,33,300,300,81,125
3/18/2016,,48,3,0,0,66,111,-5,310,310,103,130
3/19/2016,,41,0,0,0,2,56,-49,350,10,72,98
3/20/2016,,26,0,0,0,-22,17,-66,160,150,58,81
3/21/2016,,43,79,160,80,-7,44,-32,310,280,81,103
3/22/2016,,51,0,0,50,18,78,-27,290,300,107,139
3/23/2016,,36,0,0,0,66,111,28,350,350,76,98
3/24/2016,,52,15,8,0,8,28,-21,70,80,72,103
3/25/2016,,26,41,0,0,-12,22,-32,40,30,58,72
3/26/2016,,30,0,0,0,22,56,0,90,40,58,76
3/27/2016,,17,0,0,0,24,61,-5,140,150,67,85
